"","date","GPP.daily","GPP.daily.sd","ER.daily","ER.daily.sd","K600.daily","K600.daily.sd","warnings","errors"
"1",2019-01-18,0.113653585012451,0.0370809163449929,-1.1131715944515,0.0672957046975304,8.64365013236969,0.152927049521696,"overall warnings",""
"2",2019-01-22,0.131254455641155,0.0396482070678055,-1.13178607413636,0.0699598602643439,8.60943106258235,0.160609346823769,"overall warnings",""
"3",2019-01-23,0.0876949310678246,0.0380394971978407,-1.16369752039751,0.0700140585103681,8.6604926863822,0.15129423184284,"overall warnings",""
"4",2019-01-26,0.122974688610132,0.0385948481032713,-1.11943250606677,0.0690893583977982,8.61651959440125,0.159216502795031,"overall warnings",""
"5",2019-01-27,0.224732580507406,0.0377047506718962,-1.2861227978448,0.067913662324543,8.69821004069794,0.149437331149597,"overall warnings",""
"6",2019-01-28,0.1391742813883,0.0379253511573796,-1.11675165629075,0.0761104769866239,7.69230767327012,0.28713407567263,"overall warnings",""
"7",2019-01-29,0.185374745087134,0.0385646137976995,-1.31282758408414,0.10299814828408,7.71864635808218,0.475281560594135,"overall warnings",""
"8",2019-01-30,0.0624510385290565,0.038559467719148,-1.32538494033414,0.085842763536733,7.6396044433006,0.343872896851652,"overall warnings",""
"9",2019-02-02,0.43459638758235,0.0391116947976353,-1.24152685041886,0.107680885857737,5.34218076683045,0.467931009012271,"overall warnings",""
"10",2019-02-08,0.0548738841559384,0.0402606170892472,-0.998140712892612,0.0875978510884569,7.58378350358036,0.425685065518671,"overall warnings",""
"11",2019-02-09,0.137221906903438,0.0395354565562189,-1.23755557780338,0.0725104769482477,8.16495276042058,0.17428213279219,"overall warnings",""
"12",2019-02-11,0.123624038703126,0.0388278016615813,-1.15341505809172,0.0689198628423173,8.59493487396768,0.165456524092758,"overall warnings",""
"13",2019-02-12,0.131020869454375,0.040735011936689,-1.03639105367507,0.0724138233074544,8.44327175147254,0.206492305772774,"overall warnings",""
"14",2019-02-13,0.182127614209267,0.0390531240696862,-1.23007911808269,0.0749121350543434,8.46279585485983,0.21269533357392,"overall warnings",""
"15",2019-02-14,0.280536563113819,0.0397925997827877,-1.24551024891952,0.0721174645962608,8.54181024999097,0.185507131794218,"overall warnings",""
"16",2019-02-15,0.165005655622531,0.0403634689430912,-1.22049753914107,0.0720245897133331,8.45104932133259,0.208619805438877,"overall warnings",""
